food_code,food_name,primarysource,secondarysource,Primary food group,food_group_nin,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g
N023,Goat meat (lean),ifct2004,,,Animal meat,493.71,118,0,21.4,3.6,0,0
N024,Grey quail,ifct2004,,,Animal meat,430.95,103,0,21.9,1.7,0,0
N028,Ruff and reeve,ifct2004,,,Animal meat,518.82,124,0,25.9,2.3,0,0
N029,"Snail, small",ifct2004,,,Animal meat,309.62,74,3.7,12.6,1,0,0
N030,"Snail, big",ifct2004,,,Animal meat,405.85,97,12.4,10.5,0.6,0,0
N031,Turtle's meat,ifct2004,,,Animal meat,359.82,86,1.5,16.5,1.5,0,0
N032,Venison,ifct2004,,,Animal meat,405.85,97,1.9,21,0.6,0,0
N033,Boordood,ifct2004,,,Animal meat,2502.03,598,0,49.3,44.5,0,0
N034,Dhauns,ifct2004,,,Animal meat,343.09,82,0,19.6,0.4,0,0
N035,Field rat's meat,ifct2004,,,Animal meat,435.14,104,0.1,23.6,1,0,0
N036,Meat of narrow snouted crocodile,ifct2004,,,Animal meat,364.01,87,0.3,20.6,0.4,0,0
N037,Red ants with egg,ifct2004,,,Animal meat,548.1,131,9.1,13.4,4.6,0,0
N038,Wood sand piper,ifct2004,,,Animal meat,489.53,117,1.5,22.9,2.1,0,0
N039,Yeast dried (brewer's),ifct2004,,,Animal meat,1338.88,320,39.1,39.5,0.6,0,0.2
N040,Yeast dried (food),ifct2004,,,Animal meat,1439.3,344,46.3,35.7,1.8,0,0
N500,"Chicken, whole, corn-fed, raw, meat and skin, weighed with bone",ukfct,,,,589,142,0,12.2,10.3,0,0
O001,"Goat, shoulder",ifct2017,,"Meat, Poultry, Eggs",Animal meat,787,188.09,0,20.33,11.94,0,0
O002,"Goat, chops",ifct2017,,"Meat, Poultry, Eggs",Animal meat,568,135.75,0,20.39,5.98,0,0
O003,"Goat, legs",ifct2017,,"Meat, Poultry, Eggs",Animal meat,669,159.89,0,22.07,7.94,0,0
O004,"Goat, brain",ifct2017,,"Meat, Poultry, Eggs",Animal meat,533,127.39,0,13.82,8.06,0,0
O005,"Goat, tongue",ifct2017,,"Meat, Poultry, Eggs",Animal meat,789,188.57,0,16.63,13.68,0,0
O006,"Goat, lungs",ifct2017,,"Meat, Poultry, Eggs",Animal meat,401,95.84,0,16.86,3.09,0,0
O007,"Goat, heart",ifct2017,,"Meat, Poultry, Eggs",Animal meat,492,117.59,0,19.38,4.4,0,0
O008,"Goat, liver",ifct2017,,"Meat, Poultry, Eggs",Animal meat,526,125.71,0,20.32,4.88,0,0
O009,"Goat, tripe",ifct2017,,"Meat, Poultry, Eggs",Animal meat,386,92.25,0,15.36,3.36,0,0
O010,"Goat, spleen",ifct2017,,"Meat, Poultry, Eggs",Animal meat,401,95.84,0,18.45,2.37,0,0
O011,"Goat, kidneys",ifct2017,,"Meat, Poultry, Eggs",Animal meat,374,89.39,0,15.6,2.93,0,0
O012,"Goat, tube (small intestine)",ifct2017,,"Meat, Poultry, Eggs",Animal meat,525,125.48,0,12.92,8.26,0,0
O013,"Goat, testis",ifct2017,,"Meat, Poultry, Eggs",Animal meat,298,71.22,0,12.32,2.39,0,0
O014,"Sheep, shoulder",ifct2017,,"Meat, Poultry, Eggs",Animal meat,840,200.76,0,18.24,14.31,0,0
O015,"Sheep, chops",ifct2017,,"Meat, Poultry, Eggs",Animal meat,496,118.54,0,18,5.15,0,0
O016,"Sheep, leg",ifct2017,,"Meat, Poultry, Eggs",Animal meat,686,163.95,0,21.42,8.69,0,0
O017,"Sheep, brain",ifct2017,,"Meat, Poultry, Eggs",Animal meat,492,117.59,0,13.05,7.29,0,0
O018,"Sheep, tongue",ifct2017,,"Meat, Poultry, Eggs",Animal meat,783,187.14,0,16.61,13.53,0,0
O019,"Sheep, lungs",ifct2017,,"Meat, Poultry, Eggs",Animal meat,363,86.76,0,16.12,2.41,0,0
O020,"Sheep, heart",ifct2017,,"Meat, Poultry, Eggs",Animal meat,445,106.36,0,18.19,3.66,0,0
O021,"Sheep, liver",ifct2017,,"Meat, Poultry, Eggs",Animal meat,559,133.6,0,22.26,4.87,0,0
O022,"Sheep, tripe",ifct2017,,"Meat, Poultry, Eggs",Animal meat,435,103.97,0,16.76,4.05,0,0
O023,"Sheep, spleen",ifct2017,,"Meat, Poultry, Eggs",Animal meat,384,91.78,0,16.02,3.02,0,0
O024,"Sheep, kidneys",ifct2017,,"Meat, Poultry, Eggs",Animal meat,384,91.78,0,16.22,2.92,0,0
O025,"Beef, shoulder",ifct2017,ukfct,"Meat, Poultry, Eggs",Animal meat,889,212.47,0,20.56,14.59,0,0
O026,"Beef, chops",ifct2017,ukfct,"Meat, Poultry, Eggs",Animal meat,585,139.82,0,19.82,6.71,0,0
O027,"Beef, round (leg)",ifct2017,ukfct,"Meat, Poultry, Eggs",Animal meat,658,157.26,0,22.64,7.38,0,0
O028,"Beef, brain",ifct2017,,"Meat, Poultry, Eggs",Animal meat,523,125,0,10.55,9.28,0,0
O029,"Beef, tongue",ifct2017,,"Meat, Poultry, Eggs",Animal meat,731,174.71,0,15.63,12.57,0,0
O030,"Beef, lungs",ifct2017,,"Meat, Poultry, Eggs",Animal meat,351,83.89,0,15.66,2.28,0,0
O031,"Beef, heart",ifct2017,,"Meat, Poultry, Eggs",Animal meat,433,103.49,0,17.68,3.57,0,0
O032,"Beef, liver",ifct2017,,"Meat, Poultry, Eggs",Animal meat,499,119.26,0,20.73,3.96,0,0
O033,"Beef, tripe",ifct2017,,"Meat, Poultry, Eggs",Animal meat,316,75.52,0,13.1,2.51,0,0
O034,"Beef, spleen",ifct2017,,"Meat, Poultry, Eggs",Animal meat,378,90.34,0,17.42,2.22,0,0
O035,"Beef, kidneys",ifct2017,,"Meat, Poultry, Eggs",Animal meat,439,104.92,0,17.09,4.01,0,0
O036,"Calf, shoulder",ifct2017,,"Meat, Poultry, Eggs",Animal meat,633,151.29,0,20.98,7.47,0,0
O037,"Calf, chops",ifct2017,,"Meat, Poultry, Eggs",Animal meat,524,125.24,0,22.47,3.85,0,0
O038,"Calf, round (leg)",ifct2017,,"Meat, Poultry, Eggs",Animal meat,615,146.99,0,21.1,6.92,0,0
O039,"Calf, brain",ifct2017,,"Meat, Poultry, Eggs",Animal meat,448,107.07,0,9.84,7.6,0,0
O040,"Calf, tongue",ifct2017,,"Meat, Poultry, Eggs",Animal meat,737,176.14,0,17.78,11.76,0,0
O041,"Calf, heart",ifct2017,,"Meat, Poultry, Eggs",Animal meat,459,109.7,0,18.84,3.75,0,0
O042,"Calf, liver",ifct2017,ukfct,"Meat, Poultry, Eggs",Animal meat,503,120.22,0,21.02,3.95,0,0
O043,"Calf, spleen",ifct2017,,"Meat, Poultry, Eggs",Animal meat,379,90.58,0,17.71,2.12,0,0
O044,"Calf, kidneys",ifct2017,,"Meat, Poultry, Eggs",Animal meat,387,92.49,0,15.16,3.5,0,0
O045,"Mithun, shoulder",ifct2017,,"Meat, Poultry, Eggs",Animal meat,736,175.9,0,19.05,11.14,0,0
O046,"Mithun, chops",ifct2017,,"Meat, Poultry, Eggs",Animal meat,536,128.1,0,18.19,6.12,0,0
O047,"Mithun, round (leg)",ifct2017,,"Meat, Poultry, Eggs",Animal meat,485,115.92,0,19.61,4.1,0,0
O048,"Pork, shoulder",ifct2017,ukfct,"Meat, Poultry, Eggs",Animal meat,993,237.33,0,17.41,18.83,0,0
O049,"Pork, chops",ifct2017,ukfct,"Meat, Poultry, Eggs",Animal meat,748,178.77,0,19.41,11.3,0,0
O050,"Pork, ham",ifct2017,,"Meat, Poultry, Eggs",Animal meat,1006,240.43,0,18.83,18.55,0,0
O051,"Pork, lungs",ifct2017,,"Meat, Poultry, Eggs",Animal meat,358,85.56,0,15.13,2.74,0,0
O052,"Pork, heart",ifct2017,,"Meat, Poultry, Eggs",Animal meat,457,109.22,0,16.31,4.87,0,0
O053,"Pork, liver",ifct2017,ukfct,"Meat, Poultry, Eggs",Animal meat,484,115.68,0,19.89,3.94,0,0
O054,"Pork, stomach",ifct2017,,"Meat, Poultry, Eggs",Animal meat,550,131.45,0,15.36,7.81,0,0
O055,"Pork, spleen",ifct2017,,"Meat, Poultry, Eggs",Animal meat,357,85.32,0,15.13,2.71,0,0
O056,"Pork, kidneys",ifct2017,,"Meat, Poultry, Eggs",Animal meat,379,90.58,0,14.35,3.65,0,0
O057,"Pork, tube (small intestine)",ifct2017,,"Meat, Poultry, Eggs",Animal meat,587,140.29,0,14.96,8.98,0,0
O058,"Hare, shoulder",ifct2017,,"Meat, Poultry, Eggs",Animal meat,603,144.12,0,21.13,6.58,0,0
O059,"Hare, chops",ifct2017,,"Meat, Poultry, Eggs",Animal meat,445,106.36,0,20.62,2.55,0,0
O060,"Hare, leg",ifct2017,,"Meat, Poultry, Eggs",Animal meat,503,120.22,0,20.52,4.16,0,0
O061,"Rabbit, shoulder",ifct2017,ukfct,"Meat, Poultry, Eggs",Animal meat,635,151.77,0,20.01,7.96,0,0
O062,"Rabbit, chops",ifct2017,ukfct,"Meat, Poultry, Eggs",Animal meat,565,135.04,0,22.61,4.88,0,0
O063,"Rabbit, leg",ifct2017,ukfct,"Meat, Poultry, Eggs",Animal meat,584,139.58,0,21.31,5.99,0,0
O064,"Mutton, muscle",ifct2004,,,Animal meat,811.7,194,0,18.5,13.3,0,0
O500,"Bacon rashers, back, raw",ukfct,,,,891,215,0,16.5,16.5,0,0
O501,Ham,ukfct,,,,451,107,1,18.4,3.3,1,0.1
O502,"Lamb, mince, raw",ukfct,,,,817,196,0,19.1,13.3,0,0
O503,Salami,ukfct,,,,1814,438,0.5,20.9,39.2,0.5,0.4
O504,"Sausages, premium, raw",ukfct,,,,1053,254,2.6,13.8,21,1.5,0.5
P001,Allathi (Elops machnata),ifct2017,,"Meat, Poultry, Eggs",Marine fish,406,97.03,0,21.77,0.98,0,0
P002,Aluva (Parastromateus niger),ifct2017,,"Meat, Poultry, Eggs",Marine fish,434,103.73,0,21.63,1.8,0,0
P003,Anchovy (Stolephorus indicus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,367,87.71,0,19.88,0.78,0,0
P004,Ari fish (Aprion virescens ),ifct2017,,"Meat, Poultry, Eggs",Marine fish,415,99.19,0,22.01,1.11,0,0
P005,Betki (Lates calcarifer),ifct2017,,"Meat, Poultry, Eggs",Marine fish,284,67.88,0,15.28,0.29,0,0
P006,Black snapper (Macolor niger),ifct2017,,"Meat, Poultry, Eggs",Marine fish,377,90.1,0,19.5,1.24,0,0
P007,Bombay duck (Harpadon nehereus),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,287,68.59,0,13.53,1.03,0,0
P008,Bommuralu (Muraenesox cinerius),ifct2017,,"Meat, Poultry, Eggs",Marine fish,485,115.92,0,22.3,2.87,0,0
P009,Cat fish (Tachysurus thalassinus),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,456,108.98,0,22.18,2.13,0,0
P010,Chakla (Rachycentron canadum),ifct2017,,"Meat, Poultry, Eggs",Marine fish,406,97.03,0,20.21,1.68,0,0
P011,Chappal (Aluterus monoceros ),ifct2017,,"Meat, Poultry, Eggs",Marine fish,317,75.76,0,17.17,0.67,0,0
P012,Chelu (Elagatis bipinnulata),ifct2017,,"Meat, Poultry, Eggs",Marine fish,366,87.47,0,20.02,0.7,0,0
P013,Chembali (Lutjanus quinquelineatus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,406,97.03,0,20.06,1.77,0,0
P014,Eri meen (Pristipomoides filamentosus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,454,108.51,0,22.3,2.02,0,0
P015,Gobro (Epinephelus diacanthus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,362,86.52,0,19.37,0.88,0,0
P016,Guitar fish (Rhinobatus prahli),ifct2017,,"Meat, Poultry, Eggs",Marine fish,400,95.6,0,22.56,0.44,0,0
P017,Hilsa (Tenualosa ilisha),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,1083,258.84,0,21.8,18.49,0,0
P018,Jallal (Arius sp.),ifct2017,,"Meat, Poultry, Eggs",Marine fish,420,100.38,0,21.55,1.46,0,0
P019,Jathi vela meen (Lethrinus lentjan),ifct2017,,"Meat, Poultry, Eggs",Marine fish,453,108.27,0,22.45,1.92,0,0
P020,Kadal bral (Synodus indicus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,368,87.95,0,18.72,1.34,0,0
P021,Kadali (Nemipterus mesoprion),ifct2017,,"Meat, Poultry, Eggs",Marine fish,530,126.67,0,22.07,4.2,0,0
P022,Kalamaara (Leptomelanosoma indicum),ifct2017,,"Meat, Poultry, Eggs",Marine fish,523,125,0,20.89,4.54,0,0
P023,Kalava (Epinephelus coioides),ifct2017,,"Meat, Poultry, Eggs",Marine fish,374,89.39,0,19.38,1.2,0,0
P024,Kanamayya (Lutjanus rivulatus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,367,87.71,0,20.19,0.65,0,0
P025,Kannadi paarai (Alectis indicus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,423,101.1,0,22.09,1.27,0,0
P026,Karimeen (Etroplus suratensis),ifct2017,,"Meat, Poultry, Eggs",Marine fish,386,92.25,0,19.68,1.38,0,0
P027,Karnagawala (Anchoa hepsetus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,363,86.76,0,19.52,0.84,0,0
P028,Kayrai (Thunnus albacores),ifct2017,,"Meat, Poultry, Eggs",Marine fish,454,108.51,0,20.15,3,0,0
P029,Kiriyan (Atule mate),ifct2017,,"Meat, Poultry, Eggs",Marine fish,556,132.88,0,22.49,4.7,0,0
P030,Kite fish (Mobula kuhlii),ifct2017,,"Meat, Poultry, Eggs",Marine fish,413,98.71,0,23.07,0.56,0,0
P031,Korka (Terapon jarbua),ifct2017,,"Meat, Poultry, Eggs",Marine fish,528,126.19,0,23.72,3.36,0,0
P032,Kulam paarai (Carangoides fulvoguttatus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,501,119.74,0,21.62,3.6,0,0
P033,Maagaa (Polynemus plebeius),ifct2017,,"Meat, Poultry, Eggs",Marine fish,366,87.47,0,20.11,0.67,0,0
P034,Mackerel (Rastrelliger kanagurta),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,423,101.1,0,21.51,1.53,0,0
P035,Manda clathi (Naso reticulatus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,398,95.12,0,21.27,1,0,0
P036,Matha (Acanthurus mata),ifct2017,,"Meat, Poultry, Eggs",Marine fish,389,92.97,0,21.17,0.79,0,0
P037,Milk fish (Chanos chanos),ifct2017,,"Meat, Poultry, Eggs",Marine fish,442,105.64,0,23.66,1.09,0,0
P038,Moon fish (Mene maculata),ifct2017,,"Meat, Poultry, Eggs",Marine fish,526,125.71,0,20.74,4.69,0,0
P039,Mullet (Mugil cephalus),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,393,93.93,0,20.23,1.32,0,0
P040,Mural (Tylosurus crocodilus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,345,82.46,0,19.04,0.58,0,0
P041,Myil meen (Istiophorus platypterus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,410,97.99,0,22.89,0.56,0,0
P042,Nalla bontha (Epinephelus sp.),ifct2017,,"Meat, Poultry, Eggs",Marine fish,364,87,0,19.82,0.72,0,0
P043,Narba (Caranx sexfasciatus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,432,103.25,0,21.95,1.6,0,0
P044,Paarai (Caranx heberi),ifct2017,,"Meat, Poultry, Eggs",Marine fish,435,103.97,0,21.58,1.84,0,0
P045,Padayappa (Canthidermis maculata),ifct2017,,"Meat, Poultry, Eggs",Marine fish,360,86.04,0,19.7,0.69,0,0
P046,Pali kora (Panna microdon),ifct2017,,"Meat, Poultry, Eggs",Marine fish,394,94.17,0,19.25,1.81,0,0
P047,Pambada (Lepturacanthus savala),ifct2017,,"Meat, Poultry, Eggs",Marine fish,537,128.34,0,21.95,4.44,0,0
P048,Pandukopa (Pseudosciaena manchurica),ifct2017,,"Meat, Poultry, Eggs",Marine fish,360,86.04,0,19.73,0.65,0,0
P049,Parava (Lactarius lactarius),ifct2017,,"Meat, Poultry, Eggs",Marine fish,467,111.61,0,21.5,2.74,0,0
P050,Parcus (Psettodes erumei),ifct2017,,"Meat, Poultry, Eggs",Marine fish,361,86.28,0,19.87,0.62,0,0
P051,Parrot fish (Scarus ghobban),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,375,89.63,0,20.82,0.57,0,0
P052,Perinkilichai (Pinjalo pinjalo),ifct2017,,"Meat, Poultry, Eggs",Marine fish,387,92.49,0,20.89,0.87,0,0
P053,Phopat (Coryphaena hippurus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,424,101.34,0,22.05,1.33,0,0
P054,Piranha (Pygopritis sp.),ifct2017,,"Meat, Poultry, Eggs",Marine fish,549,131.21,0,20.46,5.43,0,0
P055,"Pomfret, black (Parastromateus niger)",ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,515,123.09,0,18.91,4.83,0,0
P056,"Pomfret, snub nose (Trachinotus blochii)",ifct2017,,"Meat, Poultry, Eggs",Marine fish,375,89.63,0,21.05,0.46,0,0
P057,"Pomfret, white (Pampus argenteus)",ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,513,122.61,0,19.02,5.12,0,0
P058,Pranel (Gerres sp.),ifct2017,,"Meat, Poultry, Eggs",Marine fish,405,96.8,0,19.69,1.89,0,0
P059,Pulli paarai (Gnathanodon speciosus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,399,95.36,0,20.06,1.55,0,0
P060,Queen fish (Scomberoides commersonianus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,400,95.6,0,20.97,1.17,0,0
P061,Raai fish (Lobotes surinamensis),ifct2017,,"Meat, Poultry, Eggs",Marine fish,430,102.77,0,21.61,1.69,0,0
P062,Raai vanthu (Epinephelus chlorostigma),ifct2017,,"Meat, Poultry, Eggs",Marine fish,410,97.99,0,19.39,2.17,0,0
P063,Rani (Pink perch),ifct2017,,"Meat, Poultry, Eggs",Marine fish,377,90.1,0,18.83,1.49,0,0
P064,"Ray fish, bow head, spotted (Rhina ancylostoma)",ifct2017,,"Meat, Poultry, Eggs",Marine fish,349,83.41,0,19.03,0.7,0,0
P065,Red snapper (Lutjanus argentimaculatus),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,437,104.44,0,22.79,1.34,0,0
P066,"Red snapper, small (Priacanthus hamrur)",ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,451,107.79,0,21.5,2.3,0,0
P067,Sadaya (Platax orbicularis ),ifct2017,,"Meat, Poultry, Eggs",Marine fish,462,110.42,0,20.68,2.97,0,0
P068,Salmon (Salmo salar),ifct2017,,"Meat, Poultry, Eggs",Marine fish,721,172.32,0,20.97,9.86,0,0
P069,Sangada (Nemipterus japanicus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,443,105.88,0,20.26,2.67,0,0
P070,Sankata paarai (Caranx ignobilis),ifct2017,,"Meat, Poultry, Eggs",Marine fish,434,103.73,0,21.87,1.68,0,0
P071,Sardine (Sardinella longiceps),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,637,152.24,0,17.91,8.99,0,0
P072,Shark (Carcharhinus sorrah),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,398,95.12,0,21.6,0.83,0,0
P073,"Shark, hammer head (Sphyrna mokarran)",ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,432,103.25,0,23.4,0.8,0,0
P074,"Shark, spotted (Stegostoma fasciatum)",ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,384,91.78,0,20.95,0.75,0,0
P075,Shelavu (Sphyraena jello),ifct2017,,"Meat, Poultry, Eggs",Marine fish,446,106.59,0,22.46,1.74,0,0
P076,Silan (Silonia silondia),ifct2017,,"Meat, Poultry, Eggs",Marine fish,633,151.29,0,22.72,6.68,0,0
P077,Silk fish (Beryx sp.),ifct2017,,"Meat, Poultry, Eggs",Marine fish,408,97.51,0,20.65,1.53,0,0
P078,Silver carp (Hypophthalmichthys molitrix),ifct2017,,"Meat, Poultry, Eggs",Marine fish,555,132.65,0,21.71,5.17,0,0
P079,Sole fish (Cynoglossus arel),ifct2017,,"Meat, Poultry, Eggs",Marine fish,367,87.71,0,19.05,1.18,0,0
P080,Stingray (Dasyatis pastinaca),ifct2017,,"Meat, Poultry, Eggs",Marine fish,408,97.51,0,23.98,0.68,0,0
P081,Tarlava (Drepane punctata),ifct2017,,"Meat, Poultry, Eggs",Marine fish,414,98.95,0,21.72,1.2,0,0
P082,Tholam (Plectorhinchus schotaf),ifct2017,,"Meat, Poultry, Eggs",Marine fish,432,103.25,0,20.78,2.13,0,0
P083,Tilapia (Oreochromis niloticus),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,349,83.41,0,18.48,1.08,0,0
P084,Tuna (Euthynnus affinis),ifct2017,ukfct,"Meat, Poultry, Eggs",Marine fish,470,112.33,0,24.5,1.44,0,0
P085,"Tuna, striped (Katsuwonus pelamis)",ifct2017,,"Meat, Poultry, Eggs",Marine fish,403,96.32,0,21.28,1.12,0,0
P086,Valava (Chirocentrus nudus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,410,97.99,0,21.8,1.06,0,0
P087,Vanjaram (Scomberomorus commerson ),ifct2017,,"Meat, Poultry, Eggs",Marine fish,570,136.23,0,22.28,5.18,0,0
P088,Vela meen (Aprion virescens),ifct2017,,"Meat, Poultry, Eggs",Marine fish,537,128.34,0,22.16,4.34,0,0
P089,Vora (Siganus javus),ifct2017,,"Meat, Poultry, Eggs",Marine fish,422,100.86,0,20.14,2.14,0,0
P090,Whale shark (Galeocerdo cuvier),ifct2017,,"Meat, Poultry, Eggs",Marine fish,401,95.84,0,21.83,0.82,0,0
P091,Xiphinis (Xiphias gladius),ifct2017,,"Meat, Poultry, Eggs",Marine fish,370,88.43,0,19.82,0.88,0,0
P092,"Eggs, Cat fish (Ompok bimaculatus)",ifct2017,,"Meat, Poultry, Eggs",Marine fish,600,143.4,0,24.68,5.28,0,0
P093,Air,ifct2004,,,Marine fish,372.38,89,3.5,15.9,1.3,0,0
P094,Bacha,ifct2004,,,Marine fish,615.05,147,6.1,18.1,5.6,0,0
P095,Bam,ifct2004,,,Marine fish,418.4,100,6.9,16.1,0.9,0,0
P096,Baspata machli,ifct2004,,,Marine fish,468.61,112,0,18.2,4.4,0,0
P097,"Bata, small varieties",ifct2004,,,Marine fish,372.38,89,2.2,14.3,2.5,0,0
P098,Beley,ifct2004,,,Marine fish,313.8,75,2.9,14.5,0.6,0,0
P099,Bhagon fresh,ifct2004,,,Marine fish,644.34,154,3.8,14.8,8.8,0,0
P100,Bhagon dried,ifct2004,,,Marine fish,1146.42,274,1.8,61.5,2.3,0,0
P101,Bhangan bata,ifct2004,,,Marine fish,602.5,144,6.7,19.4,4.4,0,0
P102,Bhekti fresh,ifct2004,,,Marine fish,330.54,79,3,14.9,0.8,0,0
P103,Bhekti dried,ifct2004,,,Marine fish,1112.94,266,1.8,60.2,2,0,0
P104,Bhola,ifct2004,,,Marine fish,359.82,86,3.7,15.2,1.1,0,0
P105,Big jawed jumper,ifct2004,,,Marine fish,543.92,130,0.1,19.4,5.8,0,0
P106,Boal,ifct2004,,,Marine fish,485.34,116,7.6,15.4,2.7,0,0
P107,Blue mussel,ifct2004,,,Marine fish,301.25,72,3.6,9.9,2,0,0
P108,Chela,ifct2004,,,Marine fish,430.95,103,1.5,14.6,4.3,0,0
P109,Chela dried,ifct2004,,,Marine fish,1727.99,413,0.1,64.8,17,0,0
P110,Chingai small dried,ifct2004,,,Marine fish,1221.73,292,1.9,62.4,3.9,0,0
P111,"Chingai goda, dried",ifct2004,,,Marine fish,1200.81,287,4.6,60,3.2,0,0
P112,Chital,ifct2004,,,Marine fish,451.87,108,3.1,18.6,2.3,0,0
P113,Crab muscle,ifct2004,,,Marine fish,246.86,59,3.3,8.9,1.1,0,0
P114,Crab small,ifct2004,,,Marine fish,707.1,169,9.1,11.2,9.8,0,0
P115,Folui,ifct2004,,,Marine fish,456.06,109,3.7,19,1,0,0
P116,Ghol,ifct2004,,,Marine fish,343.09,82,0,18.4,0.9,0,0
P117,Goggler,ifct2004,,,Marine fish,389.11,93,1,18.7,1.6,0,0
P118,"Hearing, indian",ifct2004,,,Marine fish,497.9,119,2.2,20.3,3.2,0,0
P119,Hearing ox-eyed,ifct2004,,,Marine fish,443.5,106,0.8,20.7,2.2,0,0
P121,Horse mackerel,ifct2004,,,Marine fish,414.22,99,0,21.2,1.6,0,0
P122,Indian whiting,ifct2004,,,Marine fish,372.38,89,1.6,19.2,0.6,0,0
P123,Jew fish (kora),ifct2004,,,Marine fish,347.27,83,0.2,18.8,0.8,0,0
P124,Jew fish (pallikora),ifct2004,,,Marine fish,418.4,100,0,20,2.2,0,0
P125,Kalabasu,ifct2004,,,Marine fish,317.98,76,2,14.7,1,0,0
P126,Katla,ifct2004,,,Marine fish,464.42,111,2.9,19.5,2.4,0,0
P127,Khorsula,ifct2004,,,Marine fish,489.53,117,1.5,16.3,5.1,0,0
P128,Khoyra fresh,ifct2004,,,Marine fish,502.08,120,5.2,18,3,0,0
P129,Khoyra dried,ifct2004,,,Marine fish,1238.46,296,1.2,58.9,6.2,0,0
P130,Koi,ifct2004,,,Marine fish,652.7,156,4.4,14.8,8.8,0,0
P131,Koocha machli,ifct2004,,,Marine fish,384.93,92,2.4,18.7,0.8,0,0
P132,Lata,ifct2004,,,Marine fish,405.85,97,3.4,19.4,0.6,0,0
P133,Magur,ifct2004,,,Marine fish,359.82,86,4.2,15,1,0,0
P134,Mahasole,ifct2004,,,Marine fish,527.18,126,1,25.2,2.3,0,0
P135,"Mandeli, dried",ifct2004,,,Marine fish,1083.66,259,0,52.5,5.4,0,0
P136,Mrigal,ifct2004,,,Marine fish,410.03,98,3.2,19.5,0.8,0,0
P137,Mushi dried,ifct2004,,,Marine fish,1305.41,312,0,67,4.9,0,0
P138,"Mussel, fresh water",ifct2004,,,Marine fish,338.9,81,2.1,14.5,1.6,0,0
P139,"Mutijella, dried",ifct2004,,,Marine fish,1204.99,288,3,63.6,2.4,0,0
P140,Oil sardine,ifct2004,,,Marine fish,405.85,97,0.1,19.6,2,0,0
P141,Pabda,ifct2004,,,Marine fish,476.98,114,4.6,19.2,2.1,0,0
P142,Parsey dried,ifct2004,,,Marine fish,1305.41,312,3,65,4.4,0,0
P143,Puti,ifct2004,,,Marine fish,443.5,106,3.1,18.1,2.4,0,0
P144,Ravas,ifct2004,,,Marine fish,468.61,112,3.3,22.2,1.1,0,0
P145,Ray,ifct2004,,,Marine fish,405.85,97,2.1,20.9,0.5,0,0
P146,Ribbon fish fresh,ifct2004,,,Marine fish,435.14,104,0.6,18.1,3.2,0,0
P147,Ribbon fish dried,ifct2004,,,Marine fish,1602.47,383,0,76.1,8.7,0,0
P148,Sarputi,ifct2004,,,Marine fish,673.62,161,2.3,16.5,9.5,0,0
P149,"Shrimp (small, dried)",ifct2004,,,Marine fish,1460.22,349,0,68.1,8.5,0,0
P150,Seer,ifct2004,,,Marine fish,527.18,126,0,22.5,4,0,0
P151,Silver belly,ifct2004,,,Marine fish,380.74,91,0,19.2,1.6,0,0
P152,Singhala,ifct2004,,,Marine fish,698.73,167,13.9,20.9,3.1,0,0
P153,Singhi,ifct2004,,,Marine fish,518.82,124,6.9,22.8,0.6,0,0
P154,Sole (malahar),ifct2004,,,Marine fish,502.08,120,0,19.5,4.7,0,0
P155,Surmai fresh,ifct2004,,,Marine fish,384.93,92,0,19.9,1.4,0,0
